NAME	TITLE	SCORE	
PBLD		0.9182414	
LHFPL6		0.91821	
GRK6		0.9180391	
PRDM11		0.9176745	
ZBTB47		0.9175886	
RBMX2		0.91732323	
OAZ1		0.917316	
CLTC		0.9171637	
TMEM126A		0.91661954	
APC		0.9163422	
MMP11		0.9162324	
STIM2		0.916189	
EXTL3		0.9160812	
DYNC1LI2		0.91561437	
MFSD11		0.91515857	
FBXO22		0.9150139	
CCNDBP1		0.9150114	
NCCRP1		0.9147283	
EARS2		0.9146912	
PHF21B		0.9144249	
SOD2		0.91436714	
SYNPO		0.914102	
NT5C		0.91395783	
EPS8		0.91384596	
TRNP1		0.9126255	
GPR146		0.91262376	
OR4D9D		0.9125056	
PGM1		0.91240484	
TNIP1		0.912363	
ADCY1		0.9119336	
FIGNL1		0.9115203	
PTGDR		0.9114562	
PPM1F		0.91141206	
SUSD6		0.9113877	
ID1		0.9112348	
GALNT5		0.91115344	
SLC46A1		0.910805	
AGGF1		0.910444	
RHOG		0.9100525	
CCDC25		0.90904075	
SUCLG1		0.9089737	
CADPS		0.9081427	
COQ4		0.9079561	
CHD4		0.90793973	
NDE1		0.9078245	
ZFYVE9		0.90771365	
MUC15		0.9073235	
SIDT1		0.9071794	
TSHZ1		0.90698755	
FAM169A		0.90689796	
SHC1		0.9065639	
PHKB		0.9064613	
HACE1		0.9062518	
GID8		0.90624434	
IL22RA1		0.90614206	
XG		0.90567327	
TAF6L		0.905074	
LDLRAP1		0.90502405	
SLC25A46		0.9048758	
ERH		0.90484625	
DIRAS2		0.90396166	
WDR4		0.9039124	
DPM1		0.90373474	
ZNF329		0.90337783	
ZP4		0.9031254	
C6		0.90310246	
RALGDS		0.9028901	
BMI1		0.9026371	
CASQ1		0.9022871	
ATP6V1B2		0.90217865	
PMS2		0.9020592	
SDC3		0.9019529	
FAM83H		0.9017693	
NPRL2		0.9017531	
CS		0.90160596	
PIK3C2A		0.9014982	
TRIM9		0.90145993	
TFCP2		0.9009784	
TARBP1		0.9008989	
DTNA		0.90085834	
SLC48A1		0.9002969	
GBP6		0.900136	
PRDM16		0.89968985	
ARHGEF18		0.89953053	
RILPL1		0.89923173	
DBNDD1		0.8981531	
LIPT2		0.8978592	
NDUFA1		0.8977802	
NLRP3		0.89763176	
HSPD1		0.89755595	
TBC1D9B		0.8962352	
MPP3		0.8960746	
RAB35		0.8955162	
SPIN1		0.89447427	
MTCP1		0.89441323	
GAB2		0.89391965	
MIR421		0.8937494	
SLC15A4		0.8936458	
TRIM2		0.8933633	
ARHGEF1		0.89247	
PNRC1		0.89227426	
TRO		0.89217454	
MFSD3		0.89198554	
ENOPH1		0.8919794	
OVOL2		0.89152753	
C8H14orf132		0.8912198	
XPOT		0.8911769	
SKAP1		0.89050025	
JUND		0.8902499	
TSPAN12		0.88999695	
NDUFS2		0.8896769	
FJX1		0.88966364	
DYNLRB1		0.8888165	
COL6A1		0.88845974	
VWA7		0.88829195	
ADGRG3		0.8881377	
MAFB		0.8877022	
RECQL		0.88763845	
H2BU1		0.8875517	
H1-0		0.8874424	
CASP9		0.88710517	
GNPDA1		0.8870328	
BMX		0.88651836	
CDK4		0.88636756	
MZT1		0.8859332	
COPZ1		0.88561815	
ASB13		0.8852354	
TPRG1L		0.88501984	
ZNF852		0.88490546	
RBM33		0.88373905	
NAALAD2		0.8835497	
PDCD7		0.88332856	
VAMP2		0.88317275	
SLC2A12		0.88278073	
NPAT		0.8825903	
NOTCH2		0.88247186	
HMGXB3		0.8820495	
NAV2		0.8819794	
SLC29A2		0.8819054	
ALDOC		0.881509	
CSNK1A1		0.88131493	
YTHDF3		0.8812253	
RFT1		0.8809199	
RPP25L		0.88062173	
DACT1		0.88041145	
CEACAM23		0.8804094	
OSBPL3		0.880259	
ECM2		0.8799427	
KHNYN		0.8796775	
SLC13A2		0.8793586	
ANKRD46		0.8791722	
FNDC3B		0.87915653	
CCL4		0.8789172	
TMX1		0.878568	
TCEAL8		0.8784109	
SLC35D2		0.87839913	
FAM171A2		0.87797296	
C1H9orf85		0.8770533	
DSE		0.87671936	
TRAK2		0.87664765	
C2		0.8758116	
ZMYND11		0.8757978	
RPL18		0.8757349	
MCTS1		0.87552536	
CPD		0.8752319	
KCNG1		0.8751356	
MTHFS		0.8748619	
DAG1		0.8744723	
FUT2		0.8743716	
SLC25A36		0.87408143	
DUSP12		0.8738802	
NFKBIE		0.8738743	
BTNL9		0.8738039	
GATAD2B		0.87370175	
ANGPT1		0.8736675	
ACSS2		0.87336123	
MTERF1		0.8730877	
BICD2		0.8729138	
SIX5		0.87282914	
RPL7A		0.8722134	
PHLPP2		0.8719696	
RAB43		0.87157327	
ZBP1		0.8708824	
RER1		0.870805	
SP1		0.870801	
DHX38		0.8706074	
RPPH1		0.8705574	
BTC		0.87013143	
RASSF2		0.86986154	
HLA-DRB1		0.8697265	
RHOT1		0.86909026	
ACVR2A		0.8689965	
SP2		0.86891544	
TNFRSF12A		0.86807287	
ZNF786		0.8680319	
HGFAC		0.8677784	
EDEM1		0.8676231	
PTPN11		0.86734265	
COQ8B		0.86733496	
PCNX1		0.8671548	
ADORA3		0.8670684	
MARVELD1		0.86704874	
GPALPP1		0.86701024	
ARID1A		0.8669675	
RIDA		0.86690545	
RGS18		0.8668862	
DVL1		0.8668848	
GTF3C4		0.8665078	
RAB2A		0.86645955	
SEPTIN2		0.8664517	
AMER1		0.8661427	
ENTPD3		0.86592674	
GADD45A		0.8656165	
ZNF770		0.8651488	
SEC62		0.8650946	
IFNGR1		0.86502343	
ANKRD27		0.8648204	
PABIR1		0.86457264	
C21H11orf54		0.8644452	
STARD5		0.86441916	
CC2D1A		0.8643841	
ZNF576		0.86432886	
FAM133B		0.8641718	
NACA		0.86406803	
NXN		0.8639103	
THRA		0.8635893	
DPH2		0.8631034	
GSTP1		0.86290306	
G3BP1		0.8623499	
PRICKLE4		0.8621328	
C19H4orf33		0.8618392	
RCBTB2		0.8618186	
LZIC		0.86148113	
GPATCH11		0.8608175	
CYBB		0.86070836	
ADNP		0.8601815	
RAPGEF5		0.86000985	
CDC42SE2		0.85985565	
GPR183		0.8597838	
TELO2		0.8590105	
PRSS22		0.8587177	
PIGBOS1		0.8581734	
AMFR		0.8577211	
NFATC2		0.8571378	
THBD		0.8570298	
BCDIN3D		0.85702455	
RNF13		0.8569874	
MGST2		0.8569449	
FGD2		0.85677344	
TSPAN31		0.85646564	
ARL10		0.8560473	
ICOSLG		0.8559241	
HPS6		0.8558707	
SPHK1		0.8558134	
NEXN		0.8557492	
VTN		0.85562736	
AHR		0.8552462	
B4GAT1		0.8551592	
NT5DC3		0.8549355	
PHF3		0.8548953	
HELB		0.8548732	
SLK		0.8547212	
G3BP2		0.85466933	
AK3		0.8545935	
PARVB		0.85454994	
COL4A6		0.85445625	
NCEH1		0.8543781	
DMPK		0.85412747	
LRCH1		0.85388833	
CNOT6L		0.8538663	
ZFHX3		0.853612	
CTSC		0.85354435	
GPR85		0.85323495	
UBR1		0.85306716	
DUSP8		0.85301566	
ITGAX-2		0.853001	
TRIO		0.852848	
TXNDC15		0.85280335	
ABCG2		0.8524745	
PRKCSH		0.85221505	
PNRC2		0.85207564	
MEN1		0.85185266	
DIS3L		0.85107875	
KLHL42		0.85105354	
STX12		0.8507592	
ZNF397		0.8504436	
SLC38A5		0.85033846	
PLEC		0.8502861	
SFXN5		0.8501862	
PPP3R1		0.8501705	
SLC7A1		0.8498316	
ZFP62		0.849785	
PATL1		0.8486591	
HSPE1		0.84850526	
SMC1A		0.84791917	
WDR38		0.84762055	
UHRF2		0.8473107	
PRKAG1		0.8469699	
CBX4		0.84676117	
ABCA2		0.84668607	
NQO1		0.8463538	
LYSMD4		0.84629714	
ZRANB2		0.8459705	
UBE2L6		0.8455897	
IFRD2		0.84556866	
PTCH1		0.84542954	
ICE1		0.84537154	
VNN1		0.8452468	
FUNDC1		0.8448083	
ATN1		0.8441433	
HDAC5		0.844132	
AMACR		0.84412116	
POFUT1		0.84407365	
ZNF202		0.8438077	
ATP13A2		0.843682	
FASN		0.8435447	
SGCB		0.8432558	
SMIM7		0.8431474	
CHRD		0.8423739	
HEG1		0.84219784	
CCDC12		0.8419127	
IFGGC1		0.8414348	
FUT8		0.841425	
CRACD		0.84097683	
TSPAN2		0.8407326	
GPR63		0.84066373	
RGS5		0.8404947	
SART3		0.84018314	
ILKAP		0.8401674	
XRN2		0.8400459	
ADAMDEC1		0.84002376	
EVI2B		0.8394815	
NCOA3		0.8389426	
IL17RD		0.8385419	
SCN1A		0.8385097	
ZNF572		0.83832043	
AIF1		0.83825296	
HSD17B6		0.8379826	
NUDT14		0.83780485	
CYSLTR1		0.83770114	
ANXA5		0.8376548	
RRAGA		0.83761233	
ARHGEF3		0.83711606	
SLIT2		0.8370734	
HAS2		0.8369978	
TTC14		0.8368651	
NPHP3		0.83668506	
ENSA		0.8365885	
RO60		0.8365007	
NARS1		0.83635163	
GNPDA2		0.83561915	
AKT1S1		0.83474386	
SH2D1B		0.83470523	
RPS29		0.83431345	
CST7		0.83393663	
PRPF4		0.8336723	
DLA-64		0.8334782	
SEC63		0.8332205	
ERF		0.83315694	
CTSZ		0.83308995	
CPSF7		0.8329333	
PPM1M		0.8329222	
C9H17orf58		0.8324118	
EDEM3		0.83225423	
RCOR1		0.8321961	
LNX2		0.83217007	
PLD4		0.8318399	
CDHR1		0.83154446	
PCBD2		0.8314603	
ZZEF1		0.83133036	
SLC7A4		0.83115983	
DDX46		0.8306544	
SRSF2		0.83064646	
BCL2L13		0.8305204	
NFYB		0.83018446	
UBE2QL1		0.8301312	
EIF4A1		0.83000135	
LRAT		0.8299728	
ZFP36L2		0.8296195	
PQBP1		0.8295904	
C1QBP		0.8295579	
ANKRD40CL		0.8292873	
ZCCHC24		0.82914543	
TTC19		0.8289819	
CCR5		0.82892734	
ADCY1-2		0.8283891	
H2AC8		0.82755226	
FTL		0.82750285	
RGS11		0.8273826	
PUM1		0.82730407	
DGKQ		0.8272202	
ZDHHC14		0.82711256	
SIGMAR1		0.82709605	
TMEM62		0.82697856	
TMEM42		0.82665735	
BSG		0.82600176	
FUOM		0.8258585	
CLUAP1		0.82583565	
NKIRAS2		0.8256486	
MANBAL		0.8255134	
SAMD12		0.82496655	
FGFR3		0.8249239	
RBMS3		0.8246288	
TAF1C		0.8243655	
ERLIN1		0.82403105	
ATP6V0C		0.823939	
H1-2		0.8239092	
ENTPD8		0.82364285	
MAGOH		0.82342887	
SUPT6H		0.82303816	
AGPAT5		0.82297844	
CASP12		0.8228501	
LAMA2		0.82284844	
ZMPSTE24		0.82280797	
RBFOX2		0.82275033	
SMG8		0.8226346	
EMP3		0.8224807	
ZNF213		0.8221951	
NF2		0.82207644	
TMEM219		0.82167447	
SERP1		0.8215497	
ZMYM3		0.82112366	
SHH		0.820733	
CCNL1		0.8204966	
NIPA2		0.82018036	
SCNN1G		0.820004	
SFXN2		0.8197697	
C6H7orf50		0.81968856	
GLTPD2		0.8195857	
MS4A7		0.8195675	
POPDC2		0.8190204	
NTN1		0.818824	
ZBTB44		0.81867903	
YIPF2		0.8177404	
SCAMPER		0.81761235	
CAMK2G		0.8172444	
ZSCAN22		0.8170906	
GGACT		0.816352	
PFKFB2		0.8162048	
NPB		0.81579494	
WDR59		0.81575227	
ARFGEF3		0.81563514	
MOSMO		0.8155818	
MFSD4A		0.81553096	
ETS1		0.8155002	
C20H19orf77		0.8154633	
COMMD10		0.8153159	
P2RY6		0.81499445	
NAA40		0.8149313	
COX8A		0.8144496	
ACAD8		0.81433034	
PMM2		0.81421137	
GALE		0.8141931	
UQCC3		0.813984	
PUDP		0.8138419	
ZADH2		0.81370646	
ZNF292		0.81355655	
FAF2		0.8131659	
RAB40B		0.8130099	
NXNL2		0.81284285	
ZNF710		0.8127663	
DNAJC25		0.8123	
SHISAL2A		0.81213385	
NDP		0.81191564	
ANTXR1		0.8118227	
PDK1		0.8117898	
RFX7		0.81169444	
NCL		0.81159943	
CREG2		0.8115208	
LMNA		0.811132	
NKIRAS1		0.8109079	
WRN		0.8108573	
HOXA10		0.81038487	
SYNGR2		0.8102664	
FOXL1		0.8101946	
MXRA7		0.8096496	
MAD2L1BP		0.80959016	
LMBRD2		0.80958635	
MYL6		0.8095583	
SRD5A1		0.8094866	
WNT7B		0.8081721	
DGCR2		0.8078853	
GRAMD2B		0.80771226	
CXCR2		0.8076343	
SMIM22		0.807267	
PIGO		0.8068331	
PPP1R15B		0.80680156	
ELOVL1		0.80678403	
SDF4		0.80632037	
FTO		0.8061275	
ITGAV		0.8056944	
ST3GAL3		0.8054748	
CORO2B		0.80534977	
RNF186		0.805257	
GABPA		0.805012	
BCO2		0.8049722	
SPACA6		0.80479264	
ADPGK		0.8047787	
LIPA		0.80468017	
C26H12orf43		0.8046523	
RPS27A		0.804621	
CHST1		0.8044478	
RBM8A		0.8044436	
MPHOSPH6		0.8043739	
SOCS2		0.80345726	
BBS2		0.80294895	
AP5S1		0.80252594	
NLGN3		0.802297	
MYO5A		0.80214643	
SMYD5		0.80198807	
ZNF304		0.801902	
ZNF235		0.80176306	
CTDSP2		0.8010179	
MINAR1		0.80094874	
SDHC		0.8003772	
MBOAT7		0.80012816	
EDNRB		0.79991335	
ODC1		0.7996209	
NHSL1		0.799389	
STAG1		0.7987885	
TRIM8		0.7981277	
PRSS35		0.79812574	
IL20RB		0.79795766	
GRHPR		0.7979511	
TENT2		0.7968417	
CEP290		0.7967441	
ANKRD34B		0.79652184	
EME2		0.7962481	
NOTCH1		0.7961287	
PREB		0.7950368	
CEBPD		0.7949061	
IL16		0.7948548	
MED24		0.7947197	
POLR1F		0.7945186	
LSM10		0.7942795	
USP3		0.79387045	
COL24A1		0.79380006	
MAN2A1		0.793189	
PAPSS2		0.79308814	
SAPCD2		0.79305184	
DPM3		0.79249775	
ITIH4		0.79244524	
ZFHX4		0.7920448	
RTL6		0.7917628	
ADHFE1		0.7916508	
AP3D1		0.7912878	
ACSL4		0.7912101	
KCTD21		0.7909969	
RPS2		0.79079163	
NIM1K		0.79064333	
COL4A2		0.79056084	
MAP3K21		0.79004425	
RTL5		0.79000276	
USP45		0.7898772	
ERCC6L2		0.789726	
SYP		0.7890668	
TXNL4A		0.78905535	
PDLIM5		0.788785	
PLCE1		0.78830117	
USP12		0.78773934	
HNF4G		0.78757685	
ZNF34		0.7875364	
PTPDC1		0.78695786	
ZNF250		0.78623277	
RDX		0.7862213	
EHD4		0.7861881	
ADGRA3		0.7861866	
RNFT1		0.7860068	
CEP19		0.78564334	
RILPL2		0.7856186	
TLR9		0.78542256	
ARPC4		0.78522193	
NAPG		0.78476095	
ALDH1B1		0.78455234	
SCN2B		0.7843233	
KCNH2		0.78422403	
STX10		0.7840512	
GAN		0.7838147	
ZNF143		0.7837964	
RHOG2		0.7837713	
ADIPOR1		0.7830345	
PPP4R2		0.78299683	
P2RY12		0.7828443	
ZNF655		0.7825103	
MYORG		0.7824769	
EHBP1L1		0.78241336	
SWT1		0.7823804	
RPL27		0.78220755	
KLHDC8B		0.7819965	
SLC40A1		0.78195673	
EIF4EBP1		0.781941	
HAPLN3		0.78180087	
WASL		0.781749	
ALAS1		0.78171295	
IMPA1		0.7816157	
TMCO3		0.7815302	
TRAF3IP3		0.78150076	
SLC41A2		0.78084564	
SERPINB10		0.7806626	
CHMP1B		0.78042656	
INTS13		0.7800804	
MTIF2		0.7793713	
USP13		0.7790908	
CIAO3		0.7789738	
RHOBTB3		0.7789697	
STK38		0.77890074	
ABTB1		0.7787358	
RPS20		0.7783775	
CCDC141		0.7783549	
TRIOBP		0.77806926	
HSD17B1		0.77801365	
DOCK10		0.7779093	
VAMP7		0.77776766	
VMAC		0.7775114	
DPH6		0.77689105	
TNFRSF25		0.7763732	
PSPH		0.77621317	
CCDC120		0.7757457	
RAB14		0.7756306	
CYP4X1		0.775581	
DEFB124		0.77541155	
PLEKHA7		0.77526563	
FIS1		0.77511895	
UTP15		0.77487576	
FGD6		0.7746191	
TRPM3		0.7745247	
EFCAB14		0.7745215	
HSP90AB1		0.7742522	
MRPL57		0.7735816	
SLC25A21		0.7731724	
SLC38A11		0.77315193	
ZNF169		0.7728992	
SIX2		0.77268153	
ERCC5		0.7725007	
HSD11B2		0.7721303	
DUSP26		0.7714971	
TTC21B		0.7714324	
DLX4		0.7712751	
TRADD		0.77127045	
VPS35		0.7711694	
UBE2H		0.77111423	
YBEY		0.77109885	
METTL5		0.7710924	
SMOC2		0.7702387	
IL1A		0.7701391	
GOT2		0.76985145	
GGA2		0.7698317	
CNPY3		0.7695099	
ALDH8A1		0.76862884	
CCNG1		0.7680167	
TIGAR		0.7679543	
USP24		0.76787615	
CHST7		0.76767504	
VWDE		0.76724124	
ACOX3		0.7671664	
BCAS4		0.76709485	
CAPN2		0.7669252	
PJA2		0.76691854	
SLC35C2		0.7667143	
ZFP41		0.76667345	
SLC25A23		0.76636547	
TOP2B		0.7655856	
MGRN1		0.76544935	
CD53		0.76483166	
C1QTNF7		0.76450026	
ZNF606		0.7639275	
SRSF6		0.76338744	
IBTK		0.7631176	
PSRC1		0.76298153	
ATP5MC3		0.76286393	
GM2A		0.76277053	
FFAR3		0.76273113	
PABIR2		0.76266193	
MECOM		0.7625583	
MRPS15		0.7625355	
GIMAP6		0.76251507	
NCKAP1		0.7624408	
COA1		0.7623634	
KAZALD1		0.7623139	
KDM3B		0.76211196	
SREBF2		0.7621024	
MSL3		0.761726	
GCNT2		0.76143664	
POLR2B		0.761085	
SHE		0.7606923	
PI15		0.76065814	
PDE3B		0.7606027	
RPA1		0.7604977	
ZBTB8A		0.76049614	
CHSY1		0.76035	
GCLC		0.7601886	
XYLB		0.7595492	
FMR1		0.75896686	
CHMP1A		0.7586272	
MRPL18		0.75848836	
ZFP2		0.7574604	
PRDX3		0.7572153	
PEX19		0.7571166	
ADAMTS15		0.7570695	
ZNF502		0.757065	
TOR3A		0.7568107	
SS18L2		0.7566825	
TSLP		0.7566385	
ITGB1BP2		0.75627494	
ZNF865		0.7559773	
SOX18		0.75545055	
SMIM15		0.7549306	
TMEM165		0.75367093	
SRSF11		0.7533666	
REG3A		0.7533075	
SELENON		0.75327754	
IRGQ		0.7532198	
C6H16orf91		0.7528631	
ZBTB24		0.75283164	
CDH5		0.7528194	
SLC25A15		0.7524579	
DLX5		0.7523427	
ZNF630		0.7521116	
RGS1		0.7519141	
AAGAB		0.7516153	
ZNF229		0.7515273	
TMEM184C		0.75147545	
RPL22L1		0.7503412	
AKR1A1		0.7502567	
ARAP3		0.75006896	
ZNF396		0.7500294	
MRPS21		0.74979025	
SPEG		0.7493752	
PPIF		0.7493194	
STX1B		0.7491207	
LIG4		0.74910456	
LRIG1		0.7489688	
MRPS23		0.74883157	
TSR2		0.74872017	
ADM5		0.7480186	
IGDCC3		0.74763125	
CLRN3		0.747486	
OSBP		0.74727625	
ACBD5		0.7468885	
NR3C2		0.74628395	
ADPRM		0.74595904	
PPP2CB		0.7459579	
BMP2		0.74591	
EBNA1BP2		0.74583215	
CD180		0.7456386	
PARN		0.74548167	
CSF2RA		0.74535143	
SETD6		0.7450701	
ZNF22		0.74475294	
PRKG1		0.7447421	
PPP1R12B		0.7444671	
STK3		0.74429333	
MAEA		0.74428475	
GGCT		0.74402	
NT5DC1		0.7438194	
SLC19A2		0.7436551	
RPLP0P		0.7435098	
NT5C2		0.74308723	
LCN9		0.742979	
MTX2		0.74254024	
TYMS		0.74226516	
TMEM176B		0.74213785	
SLC16A7		0.7421038	
TOMM40L		0.7419659	
LRP1		0.74185485	
PDP2		0.7415631	
WDR11		0.7409769	
CCDC68		0.7407405	
KALRN		0.7404086	
BIRC3		0.74032646	
PHLDB1		0.7402589	
SSR1		0.73995054	
RWDD3		0.7398141	
TMOD3		0.7395972	
RASAL3		0.73952454	
TNPO3		0.7394075	
CYB5B		0.7391684	
KLF10		0.7386458	
PDCD1LG2		0.73845696	
COPZ2		0.73815167	
SPNS2		0.73761857	
SASH1		0.73731846	
APEX1		0.7371084	
STX4		0.7365917	
TEAD2		0.7365642	
ZNF358		0.73646194	
BBS9		0.73645955	
MGAT2		0.7362109	
WSB2		0.73582375	
CMPK1		0.7351177	
CELA1		0.7349778	
TGFB1I1		0.73481727	
DOLPP1		0.734789	
MRPL45		0.7343871	
TRPV2		0.73373836	
RNF111		0.7335411	
RBM25		0.73344254	
SLC3A2		0.7333988	
LSM6		0.7332711	
MINK1		0.73277354	
SLC25A42		0.732701	
SETMAR		0.7322992	
RPS9		0.73223454	
RPSA		0.73201483	
FES		0.7318994	
NSD1		0.73164195	
THPO		0.73157734	
LGALSL		0.73147845	
FAM214A		0.7312209	
RGS14		0.7311768	
GSTA4		0.73111147	
DHX33		0.7310107	
OTUD3		0.73098797	
DDX19A		0.7309347	
HNRNPA2B1		0.73044854	
RTN4R		0.7303597	
HSPA8		0.72968656	
PBX2		0.7291933	
SH2B1		0.729048	
MRPS22		0.72890663	
PIP4K2B		0.7287737	
KLHL21		0.72872126	
MIR8885		0.7284911	
MTARC2		0.728291	
PLD1		0.72822475	
CCL2		0.7277557	
GABPB1		0.7276065	
PSMA3		0.7275412	
CCDC50		0.72717905	
NCF4		0.72706395	
CAPN7		0.7269003	
CDC73		0.7262817	
INSR		0.726163	
DPPA3		0.72586775	
RBM7		0.72574294	
FASTKD5		0.72561103	
C26H12orf65		0.725023	
ZBED5		0.7249631	
ITGA4		0.7249132	
ZKSCAN4		0.72478205	
GNA13		0.7241957	
ZNF706		0.7241257	
ARHGAP12		0.72335756	
GTF2H3		0.7232675	
ZNF575		0.7231795	
CDC42BPB		0.723129	
SLC2A4RG		0.7229119	
XBP1		0.72289795	
HMG20B		0.72285223	
TMEM132C		0.7228395	
CALML6		0.7219863	
UNC13B		0.72183543	
CCDC106		0.7217485	
CD200		0.7216577	
FAM160B2		0.7213794	
MED12L		0.72115487	
CPOX		0.72112805	
ESF1		0.7203621	
NAA60		0.72030103	
PSMD3		0.7202018	
SPPL2A		0.7199697	
PHETA1		0.7194331	
FBXW2		0.71928567	
MFSD1		0.7192848	
PUS10		0.719216	
NMRK1		0.71914715	
TSPAN7		0.7188073	
CX3CR1		0.71833104	
NAF1		0.7182188	
MRPL11		0.71819097	
HSD17B10		0.71813947	
CACUL1		0.7177172	
MAP4K5		0.717704	
SLC8B1		0.7174507	
MMUT		0.7172617	
TBC1D4		0.71717006	
SIRPA		0.7169963	
MGST1		0.71681875	
TTC3		0.7166329	
IKBKB		0.7166223	
HK2		0.7165449	
TSC22D4		0.71647453	
LINGO4		0.71613365	
PTK7		0.71604156	
NAA16		0.7160284	
BAHD1		0.71552044	
CDC42BPA		0.7153973	
MAP3K4		0.71514446	
BTBD8		0.7144617	
PRDX1		0.7140193	
ZNF282		0.7134354	
SNX6		0.7131719	
PEF1		0.71302164	
IGF2R		0.71260625	
UFL1		0.71225625	
KCTD6		0.7122536	
CEP68		0.711974	
LUZP6		0.71187174	
SLAIN1		0.71116406	
CD302		0.71114224	
FGF17		0.71076864	
MFGE8		0.70997053	
MIR8822		0.70993143	
FAM168B		0.7099215	
FXYD5		0.7097873	
GADD45B		0.7092269	
ZNF24		0.7088918	
WDR6		0.70855874	
LCOR		0.7083323	
SMIM30		0.7082739	
UBAC2		0.70823675	
GNAT2		0.7081754	
DKC1		0.708066	
NCKAP5		0.7080122	
CNPPD1		0.70769906	
UTP20		0.70750535	
ABCC8		0.707323	
WDR36		0.7072317	
MTERF4		0.70715207	
FAM136A		0.7070638	
RTF1		0.7069556	
BLOC1S4		0.70678765	
RNF145		0.70678335	
FERMT3		0.7067237	
SERPINH1		0.7066856	
B4GALT3		0.7065914	
TSNAX		0.7064199	
NEU1		0.70631766	
ASCL2		0.706068	
MRPL4		0.7058879	
FAH		0.70577407	
WDR81		0.7057036	
MAP2K3		0.70551527	
ETV5		0.7049051	
RPL24		0.7048944	
TRANK1		0.70438933	
TJP2		0.7042805	
HDDC2		0.7042775	
DUSP22		0.7042221	
FGA		0.7038758	
LDLRAD3		0.7038203	
UBA5		0.7036787	
FHL2		0.7033364	
SVIL		0.701976	
UNC5D		0.7015318	
ANKRD29		0.70133656	
LEPROTL1		0.7013263	
RPL37A		0.7012772	
SH3BP5L		0.70064783	
LRRC8A		0.7006313	
ADAMTSL5		0.69970274	
EXOC1		0.69944906	
AAMP		0.69877565	
DIPK2B		0.6987578	
TRMT112		0.6980422	
R3HDM2		0.6979821	
UBR3		0.69796586	
SPSB4		0.6978833	
SRBD1		0.697584	
RUFY2		0.6973316	
PAK6		0.69688815	
MYCT1		0.6966979	
SKP2		0.69633096	
TMEM187		0.69631547	
CTF1		0.69610703	
STK4		0.695991	
DUSP7		0.6959311	
RGS9		0.6955156	
TM2D1		0.6953652	
PRRC1		0.6952736	
RANBP3L		0.6952395	
PKIA		0.695115	
LAPTM4B		0.6950521	
COMMD6		0.6949194	
URB1		0.69464904	
TICAM2		0.6946312	
RPL32-2		0.6946084	
PAPLN		0.69388217	
ADAM17		0.69381464	
ZNF283		0.6935203	
CSPG4		0.69335735	
DNASE2B		0.69334084	
STRN		0.6926736	
ESRRG		0.69234186	
CXADR		0.6922255	
ZNF408		0.69145787	
C1QTNF1		0.6912432	
TRMO		0.69097054	
NAGK		0.69096583	
YTHDF1		0.69095254	
ZNF354A		0.6909488	
ZYX		0.69088686	
MCF2L		0.6908654	
LPCAT4		0.690214	
PDCD11		0.69019747	
HAVCR1		0.6901942	
SERHL2		0.6899855	
RWDD1		0.68995273	
ITIH3		0.6897186	
PLAAT3		0.6896283	
PLD3		0.68949103	
SP4		0.6894314	
C12H6orf120		0.6893106	
WFDC5		0.6892066	
PDIK1L		0.6890021	
ZNF135		0.68867946	
CUL7		0.68852067	
MRPL30		0.6879877	
P3H1		0.68783337	
SERPINB8		0.68745685	
CSRP2		0.6869842	
ZNHIT1		0.6868845	
PLOD3		0.68660945	
EPM2AIP1		0.68633634	
SLC35E4		0.6862019	
NOM1		0.6858028	
COPA		0.6854355	
OCLN		0.6850378	
ZCCHC7		0.6847576	
TNFSF13		0.68461394	
C35H6orf52		0.6843708	
SIPA1L1		0.6840661	
CD1D		0.6840496	
RAB11A		0.6839799	
CMTM3		0.68387663	
CHUK		0.68374896	
TRIM3		0.6832892	
CYSLTR2		0.6832743	
ENPEP		0.68311	
DDIT4		0.68286836	
PIGY		0.6825826	
FBXO2		0.6823672	
LASP1		0.6820815	
NUDT2		0.6820382	
TPD52L2		0.6814748	
SNX14		0.6812796	
C20H19orf38		0.6812776	
LY86		0.6809827	
MACF1		0.68082124	
RXRB		0.6807832	
SCIMP		0.6807785	
CHMP6		0.6807707	
LUC7L2		0.6805992	
FAT1		0.6804015	
CFL1		0.68032575	
MRPS27		0.6801416	
GBA		0.6799373	
SLC20A1		0.679928	
CCNB3		0.67985237	
AASDHPPT		0.6797393	
GPR89A		0.67954266	
CUBN		0.6792071	
CDK9		0.67918354	
ERICH1		0.6788341	
CYTH3		0.67881584	
XXYLT1		0.67813647	
RPLP2		0.67780083	
PAXIP1		0.67777085	
GATC		0.67769	
SENP5		0.6775155	
RCAN1		0.677342	
RPS17		0.6770755	
RALGAPA1		0.67707217	
PDGFD		0.6766493	
PIP5K1C		0.67661196	
ZNF691		0.67657435	
BDKRB2		0.6761074	
TSHZ3		0.675928	
STAP2		0.6757911	
FAM171B		0.6751907	
LRRC14		0.67514163	
TEK		0.6750438	
CCDC47		0.6749577	
TCTN3		0.6746577	
SEL1L		0.6741852	
CLIC3		0.67358255	
GIMAP7		0.6730263	
SCARF2		0.672801	
NDUFAF1		0.6724387	
ETHE1		0.67223054	
USF2		0.6716997	
MRM2		0.67127585	
SNX7		0.6712034	
MAST3		0.67068475	
MYSM1		0.6703958	
SPRED2		0.6700399	
