"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-DLL4|DLL4",72.8489101063844,1.88320354385452,0.759464119727536,2.47964781342156,0.013151220825109,0.259096030539211
"gene-COL25A1|COL25A1",21.7163786768115,1.98225939417668,0.799562533096218,2.47917994168712,0.0131684853928337,0.259096030539211
"gene-OPA3|OPA3",477.190770581375,-0.54308397071767,0.219102286090646,-2.47867779203813,0.0131870371167595,0.259233046870849
"gene-ASIC4|ASIC4",40.7057269795932,2.36194595971512,0.953059812414559,2.47827673452223,0.0132018706259761,0.259296793479993
"gene-HKDC1|HKDC1",36.1952496885522,3.21171168591648,1.29629438359028,2.47760981346009,0.0132265700271497,0.259554033401197
"gene-NEURL1B|NEURL1B",714.867169630215,2.05632537510547,0.831669789060812,2.47252623836154,0.0134161864781698,0.261054696331255
"gene-IGSF6|IGSF6",19.2683601621532,2.40885409674115,0.973527369534068,2.47435683076279,0.0133476306954949,0.261054696331255
"gene-MTHFD1|MTHFD1",826.224575263317,1.48818305405167,0.601534538806476,2.47397773202587,0.0133618024873605,0.261054696331255
"gene-PHETA2|PHETA2",83.0750522409081,1.56988075173042,0.634925003675946,2.47254517091228,0.0134154758635743,0.261054696331255
"gene-EPCAM|EPCAM",2843.2545966531,1.89636010238508,0.767098416170337,2.47212099831006,0.0134314047417315,0.261054696331255
"gene-ZNF703|ZNF703",38.3467737079791,2.58270361546853,1.04393568681255,2.47400644320753,0.0133607287162286,0.261054696331255
"gene-ATXN7|ATXN7",363.349313382394,0.655904840370682,0.265005945511217,2.47505707506068,0.01332148849798,0.261054696331255
"gene-SLC44A2|SLC44A2",1976.51798532813,1.51674820531473,0.613016702298438,2.47423634564581,0.0133521333318504,0.261054696331255
"gene-BMP7|BMP7",219.390876121354,1.86374278773646,0.753516315578626,2.47339407150766,0.0133836473824324,0.261054696331255
"gene-LOC100686103|LOC100686103",33.5812440312007,1.6796720326775,0.679156240700302,2.4731747012227,0.0133918659993,0.261054696331255
"gene-RAB9A|RAB9A",244.416882426543,1.69493139724487,0.685586884073058,2.47223428076003,0.0134271490310674,0.261054696331255
"gene-ATG12|ATG12",1053.90415095294,0.825564988054732,0.334132105323053,2.47077420847225,0.0134820913402723,0.261585312552672
"gene-LOC100688777|LOC100688777",207.862320270936,0.817564309994942,0.330866741817591,2.47097760718928,0.0134744255856632,0.261585312552672
"gene-ACCS|ACCS",332.227546675476,1.37865940888971,0.558206386512666,2.46980228496262,0.0135187747258982,0.262069765505258
"gene-ADGRE5|ADGRE5",64.8080136739915,3.51388656268112,1.42361216783765,2.46828921673128,0.0135760581032517,0.262952377340125
"gene-RASA4B|RASA4B",1497.37246893219,-1.87123472376846,0.758317622522641,-2.4676133960115,0.0136017132640571,0.263221390510572
"gene-PLPP3|PLPP3",1096.64369957494,2.1400730058682,0.867762230545617,2.46619745655743,0.0136556033429545,0.263767965124673
"gene-TIMP3|TIMP3",443.429021140492,2.03212043752807,0.82403844438979,2.46605052393263,0.0136612063253764,0.263767965124673
"gene-JADE3|JADE3",1556.73649738328,1.39861003207677,0.56717058934662,2.4659424489693,0.0136653288444636,0.263767965124673
"gene-DBT|DBT",224.162006344092,0.88513487494093,0.359065234378923,2.46510881642984,0.0136971646996684,0.264014650753391
"gene-BTBD3|BTBD3",1110.46942676045,0.737652643042588,0.299289252177709,2.46468136652162,0.0137135141109222,0.264014650753391
"gene-RAB19|RAB19",35.8846001415275,4.93401228591184,2.00167286121726,2.4649443880212,0.0137034518369681,0.264014650753391
"gene-PLK2|PLK2",475.967698308278,1.94346223151772,0.788959335091712,2.46332370386593,0.0137655573375614,0.264093558192544
"gene-ITFG1|ITFG1",1158.52357878779,0.908550230618851,0.368989510441989,2.46226574172951,0.0138062329936975,0.264093558192544
"gene-ERAP2|ERAP2",29.0326654781817,2.25680447370911,0.916019753487668,2.4637072127719,0.013750838659331,0.264093558192544
"gene-AKT1|AKT1",557.844832117544,1.8598372605821,0.755382097275752,2.46211456068327,0.0138120541363943,0.264093558192544
"gene-TPST2|TPST2",1060.14486881963,1.64399606356936,0.667396243884793,2.4632983458222,0.0137665310434645,0.264093558192544
"gene-LOC477699|LOC477699",385.182855062085,1.81812858158483,0.738218147434403,2.46286086017194,0.0137833393302908,0.264093558192544
"gene-RBP4|RBP4",183.051008831634,1.84003617660396,0.747063955023518,2.46302363302488,0.0137770834486322,0.264093558192544
"gene-PRPS1|PRPS1",993.966666700467,1.61043222923729,0.654062532018929,2.46219917882512,0.0138087956945817,0.264093558192544
"gene-ARHGEF12|ARHGEF12",1117.08435598771,1.28640804675524,0.522748226055562,2.46085588173476,0.0138606030700451,0.264795517745498
"gene-CDNF|CDNF",42.0560950605895,2.0975611751661,0.853612619705987,2.45727526367706,0.0139995372512316,0.265952258006388
"gene-LOC119872275|LOC119872275",66.2101912557876,-0.96419398311815,0.39278027709117,-2.45479225754084,0.0140966025834894,0.265952258006388
"gene-MCOLN2|MCOLN2",58.1616081041638,3.35484819140805,1.36581712813641,2.45629383487494,0.0140378323975394,0.265952258006388
"gene-MTMR4|MTMR4",898.092249525235,0.721980240800741,0.29392573472849,2.45633558241391,0.0140362015364083,0.265952258006388
"gene-BZW2|BZW2",509.506289118505,1.50814012804187,0.613346884208586,2.45886979598478,0.0139375155310764,0.265952258006388
"gene-MACC1|MACC1",178.580111463749,1.79796735383494,0.731335849875798,2.45847014629502,0.0139530376813738,0.265952258006388
"gene-FAM3C|FAM3C",389.460977713368,1.71923081683319,0.70055074751707,2.45411317156763,0.0141232525372844,0.265952258006388
"gene-LOC119869367|LOC119869367",49.7218358600628,1.96890439811011,0.802159479237818,2.45450493208768,0.0141078729219439,0.265952258006388
"gene-LOC100856532|LOC100856532",44.6702199618271,1.08053838061965,0.440032779605929,2.45558610789707,0.0140655051032963,0.265952258006388
"gene-DUS4L|DUS4L",227.335242399861,1.08884395221464,0.443447735417924,2.4554053730559,0.0140725796967511,0.265952258006388
"gene-LOC111090954|LOC111090954",67.0325608374518,-2.24893563753631,0.916386801657359,-2.45413359671803,0.0141224503275093,0.265952258006388
"gene-MPEG1|MPEG1",95.4866263254529,2.20464577588855,0.89719605029447,2.45726201666286,0.0140000535324039,0.265952258006388
"gene-SESN3|SESN3",594.406554336944,1.42242251217404,0.579498627929201,2.45457442627081,0.0141051462843944,0.265952258006388
"gene-PXMP2|PXMP2",130.984265397958,1.25108075181585,0.508937185359613,2.45822232645831,0.0139626705163119,0.265952258006388
"gene-C3AR1|C3AR1",32.7043398466813,2.78050576200678,1.13280834169707,2.45452444130248,0.0141071074216028,0.265952258006388
"gene-LOC610388|LOC610388",983.778584204487,1.83112328928701,0.745653396040802,2.45572983239898,0.0140598814646272,0.265952258006388
"gene-FMNL3|FMNL3",286.940059221597,2.02744154678634,0.825660804485737,2.45553808025213,0.0140673847669068,0.265952258006388
"gene-COR52H8|COR52H8",146.910127256274,1.02473304843505,0.417635572755931,2.45365365232888,0.0141413110573938,0.266068351274143
"gene-DHFR|DHFR",524.749276936104,1.5226354105564,0.621009195020122,2.45187256930561,0.0142114980336052,0.266835777634704
"gene-LITAF|LITAF",78.9712579575722,1.75375589361723,0.715319192997768,2.45171094356851,0.0142178823897263,0.266835777634704
"gene-THOC2|THOC2",1234.81612025055,1.38006424891522,0.562767562921677,2.45228108342004,0.0141953726481507,0.266835777634704
"gene-TUBB3|TUBB3",222.245848727701,-1.5148810082254,0.61829859587308,-2.45007997484821,0.0142824488025673,0.267403871306034
"gene-LOC608914|LOC608914",95.7405280940083,1.4727403757472,0.60112015697108,2.44999333106386,0.0142858860608038,0.267403871306034
"gene-NAPRT|NAPRT",229.126353549884,1.87617670728658,0.765867881306772,2.44973937813574,0.0142959648688935,0.267403871306034
"gene-NKAIN3|NKAIN3",19.590686809043,2.98931925537099,1.21992339568233,2.45041554736231,0.0142691431400754,0.267403871306034
"gene-TRIL|TRIL",69.9250864273925,1.94561678493677,0.794510228835453,2.44882534462589,0.0143322926951852,0.267556470722892
"gene-LOC111090401|LOC111090401",142.123517083402,1.83021017810827,0.747442028860191,2.44863160946307,0.0143400030573844,0.267556470722892
"gene-IL17RE|IL17RE",114.094615984229,1.08720892741622,0.443977837618237,2.44879098751563,0.0143336597886425,0.267556470722892
"gene-SERINC1|SERINC1",2789.43840108441,1.18114751280941,0.482592821631043,2.44750327785113,0.0143849816734796,0.26799839157729
"gene-LOC100688177|LOC100688177",271.422440510058,1.61418891083417,0.65959262868517,2.44725128910536,0.0143950436669548,0.26799839157729
"gene-MAGED2|MAGED2",1118.62956275643,1.56978152857717,0.641476885219735,2.44713654497378,0.014399627494341,0.26799839157729
"gene-TK2|TK2",356.501432925391,1.61585306574476,0.660389327368253,2.44681886696166,0.0144123248918369,0.268011737452439
"gene-GGT6|GGT6",178.997296308915,2.22508923493033,0.909962802794296,2.44525295770065,0.0144750577425958,0.268365971889888
"gene-NIPSNAP2|NIPSNAP2",692.749668268038,1.47063941361308,0.60152611931684,2.44484714193842,0.0144913546128016,0.268365971889888
"gene-LRP5|LRP5",322.539798178662,2.09888682392675,0.858100350144823,2.44596896338816,0.0144463435826509,0.268365971889888
"gene-HTR7|HTR7",28.6082150850079,2.11541385720873,0.865220386066854,2.44494222659853,0.0144875347240694,0.268365971889888
"gene-EGF|EGF",83.0782621683871,3.23340712684304,1.3220946715924,2.44566988757964,0.0144583313820558,0.268365971889888
"gene-BNIP3L|BNIP3L",1456.58834946995,1.29445318005567,0.529659517808003,2.44393452120481,0.0145280630248077,0.268601072667747
"gene-E2F5|E2F5",522.608012152233,0.506334815768173,0.207165468690334,2.44410817579367,0.0145210717935778,0.268601072667747
"gene-PPP1R21|PPP1R21",279.918245882594,1.30134043831337,0.532570367099048,2.44350891207461,0.0145452103494006,0.268696036933477
"gene-NBEAL2|NBEAL2",262.803769726638,1.22178985722909,0.500246852975074,2.4423738999313,0.0145910260200378,0.269320002553024
"gene-STARD3NL|STARD3NL",489.001780160174,1.2797155678536,0.524161955650203,2.44145068915992,0.0146283859433097,0.269564762716459
"gene-PCP4|PCP4",83.322024689985,2.15311543318699,0.881844106750816,2.44160551360967,0.0146221147239549,0.269564762716459
"gene-LOC490151|LOC490151",2244.2385326634,0.821132837583895,0.336871674858424,2.43752413416471,0.0147882270344032,0.271502906389293
"gene-EFNA1|EFNA1",157.598533435322,1.58568624999857,0.650942452675581,2.43598530635218,0.0148512877874678,0.271502906389293
"gene-PNPO|PNPO",507.67621001888,1.25534476651306,0.51493617461919,2.43786478477924,0.0147742992058402,0.271502906389293
"gene-ARHGEF25|ARHGEF25",85.2554098134026,2.2268991122981,0.914200967095895,2.43589669279415,0.0148549263519956,0.271502906389293
"gene-NRBP2|NRBP2",313.135212737535,1.88496056028888,0.773428826911089,2.43714805383841,0.0148036168784328,0.271502906389293
"gene-NAPEPLD|NAPEPLD",143.239454652546,1.20712973546566,0.495373798010847,2.4368057824472,0.0148176354695496,0.271502906389293
"gene-LOC607844|LOC607844",425.591052888072,1.33355850485309,0.547456152952426,2.43591837932814,0.014854035807847,0.271502906389293
"gene-KRT7|KRT7",710.125313145055,4.95811632314782,2.03471877638377,2.43675754148183,0.0148196122406928,0.271502906389293
"gene-HOXD9|HOXD9",187.423085714244,2.12224657818163,0.870334787182873,2.43842554547427,0.0147513971418984,0.271502906389293
"gene-LOC492055|LOC492055",56.4504211301086,1.26939817808325,0.520841643096069,2.43720561692705,0.0148012603848961,0.271502906389293
"gene-FGF10|FGF10",59.6890889351469,1.94715937209493,0.800646901193234,2.43198264952129,0.0150164266249664,0.272850045329136
"gene-F3|F3",185.492848261666,1.54710089945597,0.635894584877319,2.43295183863603,0.0149762927736478,0.272850045329136
"gene-PKN2|PKN2",418.532877001256,1.54652730368906,0.635763384420848,2.43255170333201,0.0149928507980176,0.272850045329136
"gene-CSRP1|CSRP1",1773.11442677089,2.24146153401238,0.921455060941521,2.43252398193148,0.0149939985361531,0.272850045329136
"gene-MON2|MON2",457.863416659061,1.3233952617278,0.5437849990733,2.43367372028116,0.0149464612876775,0.272850045329136
"gene-CAT|CAT",591.352369872806,1.46853941577034,0.6038133947948,2.43210804601215,0.0150112286609792,0.272850045329136
"gene-DAGLA|DAGLA",360.904140388428,1.73956770421197,0.715357240734545,2.43174683242983,0.0150262060634525,0.272850045329136
"gene-WWTR1|WWTR1",894.108979997281,1.67752825962542,0.689467630873609,2.43307761598593,0.0149710913019805,0.272850045329136
"gene-TAGAP|TAGAP",277.916861845077,1.63230779507653,0.671803488292279,2.42973998129401,0.0151096583366202,0.272945471167903
"gene-MCEE|MCEE",355.74081175908,1.27753955366095,0.525728009454987,2.43003897582965,0.0150971992211116,0.272945471167903
"gene-TLCD5|TLCD5",29.0094819049,1.91630284581841,0.788199168326014,2.43124190284071,0.0150471645837755,0.272945471167903
"gene-DLL1|DLL1",60.8454483565648,1.85707668982036,0.763982103415829,2.43078559238131,0.0150661271754522,0.272945471167903
"gene-UPP1|UPP1",48.109477878793,3.44195613529384,1.4166952479612,2.42956707890935,0.0151168673182706,0.272945471167903
"gene-HNMT|HNMT",169.297737039515,1.27523427038003,0.524697743290342,2.43041691466619,0.0150814634408322,0.272945471167903
"gene-LOC102157078|LOC102157078",1255.12968787037,1.22281967135868,0.503297343351258,2.42961678123791,0.0151147947222061,0.272945471167903
"gene-NEGR1|NEGR1",90.6807839895891,2.09469421574374,0.864270880793773,2.42365473868552,0.015365205766136,0.277205659834055
"gene-USH1C|USH1C",115.69729429089,7.07629413489427,2.9205627134678,2.42292148094025,0.0153962540456191,0.277541981671672
"gene-ASH1L|ASH1L",1574.9779988708,0.791107427116674,0.326734757466643,2.42125274106303,0.0154671193023488,0.278594948400037
"gene-ITPKC|ITPKC",249.642413635158,1.31736027273107,0.54447867277359,2.41948920794345,0.0155423219155143,0.278827011685622
"gene-GLRX|GLRX",719.140285825047,1.66458804329511,0.687930293389228,2.41970452426827,0.0155331229375726,0.278827011685622
"gene-SDHD|SDHD",847.877058680235,1.05669371670283,0.436693469443178,2.41976074899908,0.0155307216325675,0.278827011685622
"gene-CYP2J2|CYP2J2",79.8982438314388,1.47883076606792,0.610973615959697,2.42044947185653,0.0155013334299631,0.278827011685622
"gene-RETSAT|RETSAT",664.942669096988,0.586981270299898,0.242568618258261,2.41985659362969,0.0155266289522261,0.278827011685622
"gene-LOC100687687|LOC100687687",642.798049533975,1.77552656242235,0.733993007432344,2.4189965632418,0.0155633872516969,0.278926292486357
"gene-GALNT13|GALNT13",159.628549663257,1.75003720836326,0.723521578936256,2.41877679852509,0.0155727924239176,0.278926292486357
"gene-KDM6A|KDM6A",381.052662322941,0.953458000563529,0.394299904638917,2.41810355352905,0.0156016361238402,0.279219361381144
"gene-LOC119867022|LOC119867022",18.25043162174,1.75659900809357,0.726561910616386,2.41768661751528,0.0156195223893074,0.279316015484569
"gene-SRM|SRM",443.823492962733,-0.678379443573287,0.280912884152078,-2.41491039338029,0.0157390811564955,0.280110568458203
"gene-RALBP1|RALBP1",1567.96045550784,1.30537101610229,0.540513913421616,2.41505534582616,0.0157328188832939,0.280110568458203
"gene-ZDHHC21|ZDHHC21",81.4916805646645,1.60763037677054,0.665604577290355,2.41529345142896,0.0157225369402379,0.280110568458203
"gene-PPP1CB|PPP1CB",1046.35364402783,1.11211415049724,0.460404538666174,2.41551517654261,0.0157129676594957,0.280110568458203
"gene-MAN2B1|MAN2B1",1584.96309308109,1.56921892746564,0.649463199844222,2.41617835751437,0.0156843764632475,0.280110568458203
"gene-TPT1|TPT1",19295.3497824041,1.42756510253176,0.591037873839581,2.41535300142074,0.0157199663599621,0.280110568458203
"gene-HNF1B|HNF1B",401.687757978905,1.78686453778781,0.740119552738183,2.41429176026635,0.015765832158575,0.280140930277587
"gene-PLXNA4|PLXNA4",30.5004175564713,2.03328865284345,0.842101769414028,2.41454029274669,0.0157550802871246,0.280140930277587
"gene-GCSH|GCSH",1218.25279982592,1.4892747975977,0.617554158094973,2.4115695410291,0.0158840224183038,0.280458930954912
"gene-CMTM4|CMTM4",349.682596306012,1.01564587699079,0.421113293546894,2.41181148292981,0.0158734866000533,0.280458930954912
"gene-SHISA9|SHISA9",74.8600917973911,-1.3798378300165,0.571781760132633,-2.41322463608567,0.0158120708620191,0.280458930954912
"gene-DDX60|DDX60",88.8214996755948,7.06942592392539,2.93089259659359,2.41203854830497,0.0158636041991411,0.280458930954912
"gene-SPON1|SPON1",664.086090003616,2.21125230490084,0.91674901862267,2.41205854599445,0.0158627341135649,0.280458930954912
"gene-CDC25B|CDC25B",71.023303839866,2.05988044828469,0.854164967993071,2.41157214996132,0.0158839087746188,0.280458930954912
"gene-TMEFF2|TMEFF2",99.4797598378466,-1.3266260177054,0.549856338887576,-2.41267750116207,0.0158358245478374,0.280458930954912
"gene-GPR34|GPR34",22.4246754080626,1.96207273643345,0.813543964367184,2.41175993231005,0.0158757309540574,0.280458930954912
"gene-TAF13|TAF13",101.300627015111,1.49498659758458,0.620058300205869,2.41104198925846,0.0159070169850729,0.280539703267131
"gene-LOC480926|LOC480926",776.352441420593,1.75875293693988,0.729503812410844,2.41088930176746,0.015913677682982,0.280539703267131
"gene-HRC|HRC",31.2388965729287,1.71933510700916,0.713271188029823,2.41049286142941,0.0159309830812537,0.280623639772226
"gene-CRYL1|CRYL1",154.296875140529,0.985823181841265,0.409084809303215,2.40982593198803,0.0159601331955276,0.28091592424638
"gene-PTGER1|PTGER1",85.108530543287,1.58043218928821,0.656187369361904,2.40850748289329,0.0160178979196334,0.281711001855439
"gene-SEC11A|SEC11A",1044.44796451913,0.750623832799154,0.311868347805923,2.4068612223074,0.0160902829055837,0.281929669773735
"gene-CORO1A|CORO1A",61.2096562362873,2.35662870920264,0.979157711438867,2.40679175751941,0.016093343538557,0.281929669773735
"gene-OAS3|OAS3",59.1567192790017,3.85905209431071,1.60333979400778,2.40688349951351,0.0160893014756211,0.281929669773735
"gene-SMAGP|SMAGP",183.951421684274,1.85027088697973,0.768416222399047,2.4079019066035,0.0160444913536687,0.281929669773735
"gene-LOC100688190|LOC100688190",79.5175587577396,0.570753430440256,0.237066473423419,2.40756705154527,0.0160592129239615,0.281929669773735
"gene-RAB32|RAB32",860.250797933,-0.768887675651043,0.319574914507579,-2.40597005818117,0.0161295866308199,0.28195216134063
"gene-LOC102155278|LOC102155278",32.5415839329229,2.07838565330885,0.863868371437567,2.4059054851727,0.016132437822002,0.28195216134063
"gene-LOC491883|LOC491883",65.9211380273313,1.73349423161207,0.720390754060894,2.4063249310742,0.0161139252875018,0.28195216134063
"gene-LOC485507|LOC485507",132.824460959437,0.588694077730009,0.244829641757587,2.40450491821122,0.0161943883055459,0.282394508587392
"gene-MATN4|MATN4",79.8412447828866,1.79385541752305,0.746025265617928,2.40455048936876,0.0161923692963076,0.282394508587392
"gene-EHHADH|EHHADH",304.762572950537,1.31093345858405,0.545205198414318,2.40447718106281,0.0161956172954997,0.282394508587392
"gene-TMEM123|TMEM123",1131.33729800822,1.05441654822811,0.438760014474616,2.40317374747719,0.0162534629211579,0.282962038139473
"gene-PXN|PXN",924.566111280963,1.15105518009873,0.4789623010338,2.40322709660921,0.0162510917589412,0.282962038139473
"gene-VAV3|VAV3",183.799747308926,1.84799154706063,0.769166743067479,2.40258898830016,0.0162794731370708,0.283137036219556
"gene-PLEKHA1|PLEKHA1",568.354053945728,1.59656283305654,0.664575786395618,2.40237887948887,0.0162888277508636,0.283137036219556
"gene-PPP1R16B|PPP1R16B",84.0222946367389,1.94313802367513,0.809043592498288,2.40177172366548,0.0163158865247882,0.283387187458104
"gene-ADGRL3|ADGRL3",572.716532582367,1.03645900267151,0.431649097796127,2.401161054114,0.0163431417238326,0.283457838935691
"gene-MANSC1|MANSC1",404.492471478708,1.47293785347788,0.613439666681547,2.40111282898587,0.0163452957948702,0.283457838935691
"gene-STT3A|STT3A",2511.20431755366,0.909532100487146,0.378934150912576,2.40023787324723,0.0163844207706271,0.283739450926369
"gene-CLDN3|CLDN3",715.558707832009,1.86361075025889,0.776509804826473,2.39998354003444,0.0163958090901487,0.283739450926369
"gene-RIT1|RIT1",464.735231670489,1.45114388980159,0.604668670002843,2.39989925357761,0.0163995847323676,0.283739450926369
"gene-GUCD1|GUCD1",471.567509505025,1.60602227842332,0.669370473247723,2.39930254262792,0.0164263364667408,0.283982668545176
"gene-ANKS4B|ANKS4B",114.325105373573,0.994503611198318,0.414622609207154,2.39857544937074,0.0164589853073319,0.284005501009551
"gene-LRP12|LRP12",204.369407195837,0.90313679701874,0.376496533652423,2.39879179831309,0.0164492645875144,0.284005501009551
"gene-SH3RF1|SH3RF1",473.341656182703,1.2784590368828,0.533041048031208,2.39842511492277,0.0164657429175892,0.284005501009551
"gene-TRIM6|TRIM6",68.8049158971046,7.0572695432327,2.9435018614553,2.39757604221236,0.0165039549414832,0.284445281969122
"gene-LOC483087|LOC483087",28.2844062044615,1.20965850385296,0.504807828113943,2.39627524868715,0.0165626474718789,0.285237095145037
"gene-LOC102155586|LOC102155586",133.513095458217,2.01974937855824,0.843073783255088,2.3956970536553,0.0165887947508957,0.285248214736577
"gene-METTL15|METTL15",65.2503959578596,0.775804248355931,0.32382968115444,2.3957169262256,0.0165878954673914,0.285248214736577
"gene-LOX|LOX",81.4363061420198,1.99988947676228,0.835219767882681,2.3944470110329,0.0166454484262307,0.28600255510231
"gene-LOC102153535|LOC102153535",308.862000203029,1.57800750673337,0.659469527260712,2.39284370467891,0.0167183611638902,0.287034886874434
"gene-TAOK3|TAOK3",570.129911498933,0.930412355303239,0.3889009289932,2.39241484383162,0.0167379117206067,0.287076480288103
"gene-ECI2|ECI2",834.884197468035,1.29851487446502,0.542805715381743,2.39222771180993,0.016746448830002,0.287076480288103
"gene-RMDN3|RMDN3",588.380284631941,1.41168745696401,0.590374872994622,2.3911713074836,0.0167947145641225,0.287463320209629
"gene-TENM1|TENM1",63.3293261228267,2.21655233456865,0.926967526099991,2.39118660811593,0.016794014627579,0.287463320209629
"gene-LOC102154385|LOC102154385",249.044547760865,1.27985064151595,0.535320585229783,2.39081155634353,0.0168111789756415,0.287525141333392
"gene-LOC100682706|LOC100682706",84.1682178953872,0.728961202811433,0.30496654134481,2.39029894754007,0.0168346635660932,0.287706843878587
"gene-P3H3|P3H3",95.0481826175342,2.3725704490077,0.993257798215633,2.38867538041984,0.0169092356065997,0.288540434595914
"gene-LOC119868509|LOC119868509",20.1410062641704,2.1348580540406,0.893698988039324,2.38878871142535,0.0169040208049905,0.288540434595914
"gene-UBA7|UBA7",101.732206907136,2.9603932243494,1.23971877866366,2.38795545836655,0.01694239501285,0.28888591374426
"gene-ITGB1|ITGB1",2492.05031191991,1.80372781191559,0.755551998648782,2.38729804850143,0.016972724961921,0.289182658128816
"gene-KITLG|KITLG",110.736502134958,1.70245568751305,0.713373751967464,2.38648490054158,0.017010305879359,0.289382169450297
"gene-MERTK|MERTK",388.820990248562,1.08169787581823,0.453241466171353,2.38658189189001,0.0170058194389442,0.289382169450297
"gene-TMEM102|TMEM102",83.62390404363,1.66650634133534,0.698711145451059,2.38511486783214,0.017073789273662,0.289894764415238
"gene-PSMC6|PSMC6",749.65227667622,1.09652210986775,0.459849452299538,2.38452411845757,0.0171012269897219,0.289894764415238
"gene-LOC119872871|LOC119872871",95.6139323301616,1.56667413829812,0.65695306195262,2.38475810378537,0.0170903547746886,0.289894764415238
"gene-P2RY14|P2RY14",19.4353731095046,3.17664836427452,1.33224195745801,2.38443801179759,0.0171052294947975,0.289894764415238
"gene-LOC119863896|LOC119863896",28.0040032547976,-1.23029962256369,0.515828691450518,-2.38509342918492,0.0170747843289134,0.289894764415238
"gene-SSR4|SSR4",3214.66383285615,1.64297113472644,0.689261780958938,2.38366783145969,0.0171410664378094,0.290282208387762
"gene-CAPZA2|CAPZA2",785.459243501421,1.40793344933982,0.590857685061676,2.38286390265509,0.0171785439617089,0.290594673912488
"gene-TMEM154|TMEM154",41.083987632231,2.87324023535366,1.20590335528002,2.38264552691827,0.0171887366006141,0.290594673912488
"gene-APIP|APIP",510.768641780687,1.06182166991888,0.445810485655604,2.38177814134941,0.0172292740319014,0.290594673912488
"gene-SLCO2B1|SLCO2B1",1294.97838592148,0.778707711733975,0.32691670837241,2.38197587272567,0.017220025645986,0.290594673912488
"gene-BIVM|BIVM",78.5497587303737,1.6326451794495,0.685523567496371,2.38160328376769,0.0172374561835354,0.290594673912488
"gene-ATP2B3|ATP2B3",76.8383337989171,6.9930878612096,2.93528451874183,2.38242249313777,0.0171991521283548,0.290594673912488
"gene-LOC100686502|LOC100686502",165.058704934568,1.67388245764077,0.703090481283148,2.38074970747138,0.0172774467252093,0.290631756741386
"gene-DENND4C|DENND4C",787.027217312893,1.47219613524253,0.618322036409685,2.38095369168938,0.0172678825547176,0.290631756741386
"gene-LOC481020|LOC481020",961.194096096361,0.958258564783423,0.402507125729048,2.38072447300842,0.0172786302117046,0.290631756741386
"gene-GPM6B|GPM6B",83.2616648518279,2.25527501854837,0.947494828486803,2.38025047814789,0.0173008736011128,0.290787260203227
"gene-FGFR1|FGFR1",626.518216938529,1.50988142158952,0.63470908568986,2.3788558500757,0.017366465712703,0.291670573918077
"gene-GGCX|GGCX",844.788211226157,1.52142366926864,0.639776594837674,2.37805459209501,0.0174042490094915,0.292085862409103
"gene-CDIPT|CDIPT",632.65956626037,1.18701597075251,0.499365585509987,2.37704800890563,0.017451816551798,0.292445384329793
"gene-LOC100682612|LOC100682612",72.9344583990569,1.40465051033023,0.590910128350669,2.37709669023756,0.0174495134247193,0.292445384329793
"gene-CALHM5|CALHM5",25.420234137279,1.76804320849319,0.744067207700159,2.37618751397208,0.017492570818013,0.292908908510306
"gene-TP53BP2|TP53BP2",763.915520092589,1.13778473571103,0.478903720250669,2.37581101920756,0.0175104283710647,0.292988626095055
"gene-LRBA|LRBA",1047.13352269253,0.771131557567267,0.324716088081815,2.37478703972614,0.0175590776933532,0.293583054617342
"gene-ORMDL3|ORMDL3",718.446604013208,1.45657621856352,0.613445313721826,2.37441901662977,0.0175765914138287,0.293656405167111
"gene-PALM3|PALM3",292.208911920935,1.9616526409264,0.82639408509081,2.37374961452058,0.0176084866130815,0.293969741806901
"gene-PLEKHG1|PLEKHG1",525.665215771371,1.22604901483522,0.516669911453128,2.37298319034481,0.0176450669367582,0.29423484085113
"gene-CLMP|CLMP",285.041129929132,1.68562449753109,0.710386047555576,2.37282883487265,0.0176524421541812,0.29423484085113
"gene-MAPK4|MAPK4",24.7265720071674,1.85871275994585,0.783410607056614,2.37259075024437,0.0176638233097791,0.29423484085113
"gene-AJM1|AJM1",16.7912290242506,-0.804259776298448,0.339201738632697,-2.37103671561465,0.0177382689156272,0.294789087800217
"gene-LOC119864246|LOC119864246",19.0701692114258,3.24729985102208,1.36986694936648,2.37052208064721,0.017762982895476,0.294789087800217
"gene-SRPRB|SRPRB",1047.53108176883,0.381628994129354,0.16094452752214,2.37118341334629,0.0177312296672137,0.294789087800217
"gene-PFN2|PFN2",2189.27009443329,1.03724819337421,0.437516685967762,2.37076259407084,0.0177514291228702,0.294789087800217
"gene-LOC119870206|LOC119870206",17.3105365967919,2.47513602320668,1.04385676888225,2.37114525382349,0.0177330605053143,0.294789087800217
"gene-ABHD12B|ABHD12B",38.2998089165704,5.23252259842664,2.20811901744584,2.36967416932045,0.0178037674028256,0.295246909242854
"gene-VDAC1|VDAC1",1021.0429395994,1.07315898080759,0.453065886097381,2.36865986545922,0.0178526631524089,0.295481392114761
"gene-CLEC1A|CLEC1A",38.6138951251938,2.37014358839836,1.00066900772957,2.36855900411667,0.0178575317213874,0.295481392114761
"gene-DES|DES",905.597402433822,2.13053762467659,0.899500731351139,2.36857797933784,0.017856615700144,0.295481392114761
