gene_id,SRR13389805,SRR13389807,SRR13389809,SRR13389815,SRR13389817,SRR13389818,SRR13389820,SRR13389824,SRR13389834,SRR13389840,SRR13389841,SRR13389849
gene-LOC111096791|LOC111096791,165,252,223,38,219,4,136,231,76,73,3,176
gene-LOC111096912|LOC111096912,31,45,37,31,47,0,64,12,0,27,0,32
gene-ZNF521|ZNF521,84,50,31,137,58,800,24,86,105,148,60,90
gene-LOC100688789|LOC100688789,0,0,0,0,0,0,0,0,0,0,0,0
gene-IMPACT|IMPACT,806,671,429,650,944,1208,365,674,1157,1493,668,863
gene-TTC39C|TTC39C,696,606,232,741,383,675,184,481,762,949,88,449
gene-ANKRD29|ANKRD29,108,92,25,78,45,363,11,75,107,156,35,60
gene-LOC111096794|LOC111096794,14,28,23,8,24,3,0,44,6,7,0,22
gene-LOC119872599|LOC119872599,0,0,0,0,0,0,0,0,0,0,0,0
gene-LAMA3|LAMA3,421,263,89,391,329,1350,78,269,586,632,1005,225
gene-OSBPL1A|OSBPL1A,2032,1955,1865,823,2585,978,1279,1820,1329,1438,195,1607
gene-LOC119872598|LOC119872598,6,0,0,4,4,0,0,7,0,6,0,5
gene-CABYR|CABYR,29582,27472,24576,16872,37242,220,26781,26304,11490,15473,233,21223
gene-NPC1|NPC1,1326,1337,1152,1321,1531,624,924,935,1764,1653,789,758
gene-RMC1|RMC1,1714,1500,1573,1500,2133,452,1392,1482,1679,1858,451,1672
gene-RIOK3|RIOK3,1896,2191,1788,1186,2622,671,1280,1974,1500,1583,670,1873
gene-TMEM241|TMEM241,136,109,48,112,91,146,44,85,107,143,84,88
gene-LOC119872712|LOC119872712,0,0,0,0,0,0,0,0,0,0,0,0
gene-CABLES1|CABLES1,277,229,146,547,209,334,106,325,424,397,58,264
gene-LOC111096796|LOC111096796,0,0,0,0,0,7,0,0,2,5,0,8
gene-LOC119872701|LOC119872701,4,4,0,4,2,2,0,0,2,0,0,4
gene-LOC106559066|LOC106559066,5,0,0,0,6,0,4,9,5,3,0,0
gene-LOC111096797|LOC111096797,19,8,3,14,8,0,17,28,32,16,0,5
gene-LOC111096798|LOC111096798,15,8,15,63,10,12,4,16,31,37,0,23
gene-RBBP8|RBBP8,1552,1026,735,917,1588,1970,455,1045,1971,1942,717,1318
gene-GATA6|GATA6,294,313,81,427,202,351,92,238,553,567,10,169
gene-LOC119872602|LOC119872602,16,15,13,38,13,6,7,25,27,36,0,20
gene-LOC119872702|LOC119872702,0,0,0,0,10,0,0,0,0,0,0,0
gene-LOC111096800|LOC111096800,3,4,5,9,4,2,5,7,11,11,0,4
gene-LOC102156766|LOC102156766,6,9,0,0,4,4,4,5,0,4,0,7
gene-LOC119872603|LOC119872603,0,0,0,0,0,0,2,4,3,2,0,5
gene-MIR1-2|MIR1-2,0,0,0,0,0,1,0,0,1,0,0,0
rna-NR_049344.1|MIR1-2,0,0,0,0,0,1,0,0,0,0,0,0
gene-MIR133A|MIR133A,0,0,0,0,0,0,0,0,1,0,0,0
rna-NR_049420.1|MIR133A,0,0,0,0,0,0,0,0,1,0,0,0
gene-MIB1|MIB1,1071,1050,574,916,1031,2219,550,861,1432,1662,623,889
gene-ABHD3|ABHD3,1087,1275,230,953,579,475,171,383,1380,965,43,356
gene-SNRPD1|SNRPD1,754,701,439,1139,832,2007,355,631,968,1110,727,589
gene-LOC106559063|LOC106559063,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC106559064|LOC106559064,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC106559071|LOC106559071,3,1,4,5,3,6,2,3,2,3,4,4
gene-ESCO1|ESCO1,1653,1932,1136,932,2287,728,746,1529,2867,2541,509,2142
gene-GREB1L|GREB1L,869,900,432,681,579,3428,313,975,638,672,8265,624
gene-LOC100683043|LOC100683043,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC119872604|LOC119872604,0,0,0,0,0,0,0,0,0,0,0,0
gene-PLP2|PLP2,3166,3288,3237,1183,4420,11,3658,3274,717,872,23,2128
gene-LOC102151342|LOC102151342,10,11,10,5,12,7,5,7,12,8,5,6
gene-LOC490527|LOC490527,3,2,0,1,1,2,1,1,1,1,4,1
gene-ROCK1|ROCK1,1008,1000,624,688,1177,1687,477,862,1318,1472,984,935
gene-LOC102151419|LOC102151419,20,16,8,14,21,11,5,11,17,22,13,9
gene-LOC111096914|LOC111096914,3,17,26,39,4,0,25,18,2,9,0,67
gene-LOC106559073|LOC106559073,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC111096802|LOC111096802,12,32,27,7,50,0,16,39,8,15,0,24
gene-USP14|USP14,1653,1859,871,1047,1668,1173,700,1231,1946,2276,1303,1404
gene-THOC1|THOC1,1234,1022,890,909,1554,717,818,1234,1132,1237,444,1094
gene-LOC119872605|LOC119872605,112,124,49,27,192,80,193,140,63,84,68,60
gene-COLEC12|COLEC12,87,135,76,572,100,541,60,185,301,478,55,260
gene-LOC119872606|LOC119872606,0,0,0,0,0,0,0,0,0,0,3,0
gene-CLUL1|CLUL1,31,18,16,15,8,0,7,31,53,57,0,21
gene-CETN1|CETN1,8878,8560,8082,7097,12189,24,9517,7001,3803,4571,41,5728
gene-TYMS|TYMS,598,473,264,839,374,1372,216,555,855,944,1181,493
gene-ENOSF1|ENOSF1,56,42,12,49,24,854,13,39,59,38,471,42
gene-LOC119872722|LOC119872722,0,0,0,0,0,0,0,0,0,0,0,0
gene-YES1|YES1,453,466,119,273,246,1233,98,278,655,870,543,338
gene-LOC480186|LOC480186,205,272,193,205,348,0,466,247,42,125,0,125
gene-LOC111096805|LOC111096805,0,0,0,2,14,0,0,0,0,0,0,0
gene-LOC111096804|LOC111096804,31,90,101,52,92,12,30,73,35,32,0,45
gene-LOC119877639|LOC119877639,10,9,8,6,11,20,3,5,9,8,0,9
gene-ADCYAP1|ADCYAP1,285,296,230,265,289,175,281,244,155,144,7,254
gene-LOC100683484|LOC100683484,0,0,0,3,0,2,0,0,0,0,0,0
gene-LOC102152498|LOC102152498,42,33,31,5,58,0,17,46,7,21,0,23
gene-LOC480188|LOC480188,716,658,481,903,818,1267,408,607,948,990,778,567
gene-LOC102152548|LOC102152548,21,15,16,15,27,0,31,28,11,23,0,20
gene-LOC111096806|LOC111096806,4,6,9,9,0,0,10,13,7,14,0,6
gene-LOC102152662|LOC102152662,47,85,77,19,53,0,83,44,21,24,0,63
gene-LOC100687712|LOC100687712,160,142,153,206,187,18,91,184,177,223,35,221
gene-LOC480189|LOC480189,0,16,0,45,0,276,15,14,11,0,29,0
gene-METTL4|METTL4,210,101,82,92,152,204,27,111,199,303,57,137
gene-NDC80|NDC80,2097,1792,1281,1116,2502,88,1457,1687,1190,1545,67,1719
gene-LOC102152944|LOC102152944,31,59,43,17,77,0,21,22,0,22,0,22
gene-SMCHD1|SMCHD1,3516,3761,2769,1367,4632,1269,1999,3930,2920,3159,466,2803
gene-EMILIN2|EMILIN2,1045,408,382,99,313,192,263,608,96,353,51,494
gene-LPIN2|LPIN2,2537,2011,941,2579,1615,1998,794,1365,3284,3346,829,1336
gene-MYOM1|MYOM1,353,341,391,295,439,1497,267,562,463,517,310,278
gene-LOC100683728|LOC100683728,23,15,8,36,19,55,17,8,19,23,42,18
gene-LOC119872607|LOC119872607,13,14,7,4,16,4,19,10,5,8,1,4
gene-LOC106559074|LOC106559074,14,12,22,14,16,9,14,14,30,22,0,12
gene-LOC607207|LOC607207,1432,1441,634,1391,1254,6977,752,1066,1416,1687,3408,960
gene-LOC106559068|LOC106559068,1,1,3,1,2,5,1,1,2,2,7,2
gene-MYL12B|MYL12B,1452,1537,798,1628,1396,5395,802,1117,1683,1897,3498,1372
gene-LOC111096808|LOC111096808,3,0,9,0,0,15,5,3,0,0,56,8
gene-TGIF1|TGIF1,63,66,25,89,36,1982,19,48,92,80,349,40
gene-LOC490540|LOC490540,2,2,1,1,0,1,1,1,1,1,2,1
gene-LOC111096915|LOC111096915,6,0,15,11,0,0,0,0,0,9,0,17
gene-LOC119872703|LOC119872703,6,0,6,6,4,0,0,5,0,5,0,10
gene-DLGAP1|DLGAP1,669,593,520,416,756,247,382,486,340,414,235,329
gene-LOC111096810|LOC111096810,26,64,19,5,18,0,17,51,0,9,0,46
gene-LOC111096809|LOC111096809,89,237,245,16,300,0,41,80,24,46,0,239
gene-LOC100856589|LOC100856589,418,461,295,407,500,325,311,331,411,419,228,391
gene-AKAIN1|AKAIN1,12,12,9,20,10,39,6,13,15,20,40,19
gene-LOC111096917|LOC111096917,5,3,0,7,0,0,0,0,0,3,0,0
gene-LOC111096813|LOC111096813,63,70,62,32,47,0,172,33,6,31,0,30
gene-LOC111096815|LOC111096815,0,5,6,0,0,0,0,6,0,0,0,3
gene-LOC111096814|LOC111096814,19,39,21,16,34,0,39,12,10,10,0,14
gene-TMEM200C|TMEM200C,137,161,105,97,184,154,164,132,32,82,58,99
gene-ZBTB14|ZBTB14,159,171,46,187,130,1177,35,122,283,359,1253,110
gene-LOC119872609|LOC119872609,3,2,3,0,3,24,5,5,0,0,11,4
gene-EPB41L3|EPB41L3,2217,2244,2537,992,2960,712,1597,2141,1033,1365,427,1406
gene-LOC119872608|LOC119872608,43,48,34,6,42,2,21,64,7,9,0,25
gene-LOC106559065|LOC106559065,81,74,61,180,70,93,61,73,88,99,247,69
gene-LOC111096812|LOC111096812,279,424,408,173,565,0,457,342,65,150,0,318
gene-L3MBTL4|L3MBTL4,822,925,622,644,860,198,583,794,793,766,372,631
gene-LOC111096919|LOC111096919,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC111096920|LOC111096920,10,4,15,6,22,0,4,8,2,6,2,7
gene-LOC111096918|LOC111096918,11,15,23,7,28,0,24,29,10,13,0,14
gene-L3MBTL4-2|L3MBTL4,1241,1196,941,636,1383,192,733,1045,926,988,472,774
gene-LOC119872780|LOC119872780,1,2,1,1,1,0,1,1,1,1,0,1
gene-LOC119872611|LOC119872611,289,271,178,62,259,0,251,130,60,126,0,147
gene-LOC100684581|LOC100684581,32,39,36,11,62,0,23,39,15,12,2,31
gene-ARHGAP28|ARHGAP28,223,239,104,167,283,524,128,234,553,756,145,421
gene-LOC102156236|LOC102156236,29,11,0,27,37,0,21,37,30,28,0,31
gene-LOC119872752|LOC119872752,0,0,0,0,0,0,0,0,0,1,0,0
gene-LOC102156498|LOC102156498,591,773,649,749,861,152,274,554,1592,1598,10,986
gene-LOC119872646|LOC119872646,21,21,34,26,25,8,15,19,48,60,0,21
gene-LAMA1|LAMA1,2400,2023,570,1917,1109,242,453,1299,3873,4153,0,814
gene-LRRC30|LRRC30,1,0,0,0,0,0,0,0,0,0,0,0
gene-LOC111096934|LOC111096934,13,6,7,12,15,1,8,11,21,18,2,12
gene-LOC119877728|LOC119877728,56,79,95,37,101,0,50,82,31,46,0,85
gene-LOC119872613|LOC119872613,358,372,301,237,271,12,288,355,195,308,3,446
gene-LOC102156870|LOC102156870,31,51,62,20,0,0,61,58,18,28,0,70
gene-RAB12|RAB12,426,422,116,379,234,879,107,209,639,757,559,235
gene-LOC111096822|LOC111096822,11,23,20,10,17,0,14,21,7,0,0,8
gene-LOC106559069|LOC106559069,6,0,0,0,10,0,0,9,0,2,0,6
gene-MTCL1|MTCL1,885,875,256,820,625,416,206,534,1328,1171,14,387
gene-LOC111096821|LOC111096821,10,0,5,0,0,0,6,9,0,6,0,0
gene-PTPRM|PTPRM,1025,999,214,937,579,2338,144,535,1641,1495,753,479
gene-LOC119872615|LOC119872615,0,0,0,2,0,1,0,0,0,0,0,0
gene-LOC119872614|LOC119872614,3,0,0,1,0,5,0,3,2,0,1,5
gene-LOC111096823|LOC111096823,156,199,200,115,246,9,251,241,94,65,73,193
gene-NDUFV2|NDUFV2,1389,1406,811,1772,1490,1774,831,948,1511,1772,2282,1180
gene-LOC100685431|LOC100685431,1,1,3,1,1,0,2,0,4,5,1,1
gene-LOC100685923|LOC100685923,7,6,4,6,10,12,3,5,16,13,23,11
gene-TWSG1|TWSG1,195,217,62,340,145,3525,51,162,357,475,2811,123
gene-ANKRD12|ANKRD12,1270,1172,740,822,1435,1532,414,938,1988,2377,1237,1423
gene-RALBP1|RALBP1,1099,1059,487,1314,961,4703,392,738,1601,1764,4428,735
gene-LOC102152592|LOC102152592,6,9,6,14,9,8,8,6,8,8,19,7
gene-PPP4R1|PPP4R1,3146,3246,3767,1384,4321,1174,2463,3481,1272,1576,446,2643
gene-LOC102152025|LOC102152025,423,630,921,73,337,13,283,584,23,134,53,152
gene-LOC100685772|LOC100685772,2,1,4,1,0,1,1,7,2,1,2,0
gene-TXNDC2|TXNDC2,1179,1905,1711,207,1777,9,837,2051,94,150,8,945
gene-RAB31|RAB31,6503,4985,2668,5021,4747,1871,1707,3263,5892,6350,385,3840
gene-LOC119877683|LOC119877683,61,37,31,5,49,0,16,32,38,45,0,48
gene-LOC119872706|LOC119872706,73,75,74,33,122,0,33,93,44,47,0,110
gene-LOC111096829|LOC111096829,82,76,54,35,128,5,103,107,36,22,0,26
gene-LOC102152614|LOC102152614,0,0,0,0,7,13,0,0,0,0,519,2
gene-LOC119872707|LOC119872707,3,4,0,17,6,341,2,7,5,10,395,5
gene-APCDD1|APCDD1,177,211,253,141,311,4812,190,285,72,116,1340,206
gene-LOC111096825|LOC111096825,133,101,91,42,130,16,98,196,66,63,9,75
gene-LOC111096826|LOC111096826,69,59,29,26,66,29,37,31,80,121,12,92
gene-LOC111096935|LOC111096935,236,185,167,138,291,8,123,109,138,165,3,164
gene-VAPA|VAPA,6396,6919,5371,4357,7468,1983,4898,5863,4873,5337,1619,6418
gene-LOC102152386|LOC102152386,70,53,71,11,62,0,68,88,15,27,4,42
gene-LOC100686274|LOC100686274,368,298,166,740,288,240,138,235,523,574,82,198
gene-NAPG|NAPG,823,640,222,484,603,1079,178,671,1354,1071,943,566
gene-LOC111096921|LOC111096921,16,14,11,8,21,0,6,11,7,9,0,18
gene-LOC100686314|LOC100686314,249,273,148,504,223,1180,194,193,267,277,1078,185
gene-LOC111096831|LOC111096831,43,56,111,61,47,17,67,23,8,11,45,145
gene-PIEZO2|PIEZO2,92,561,38,152,89,1260,81,108,58,140,57,212
gene-LOC102152727|LOC102152727,79,63,76,23,95,0,75,19,11,20,0,55
gene-LOC102152771|LOC102152771,26,96,135,10,61,0,32,170,16,29,0,21
gene-LOC111096922|LOC111096922,6,12,16,4,21,0,5,11,12,25,0,11
gene-LOC100686444|LOC100686444,496,527,323,867,540,2890,393,362,481,588,2071,287
gene-LOC102152901|LOC102152901,444,417,421,327,611,9,311,404,944,840,0,434
gene-LOC100686532|LOC100686532,81,92,110,82,106,4,87,91,242,221,0,103
gene-LOC111096833|LOC111096833,23,9,9,11,27,28,0,9,12,29,6,5
gene-IMPA2|IMPA2,79,89,66,124,88,145,54,76,94,155,42,72
gene-LOC100687030|LOC100687030,178,172,103,155,190,327,78,153,238,279,118,170
gene-GNAL|GNAL,153,192,91,224,196,488,85,125,134,116,57,131
gene-LOC111096832|LOC111096832,34,25,23,0,18,0,25,26,8,5,0,22
gene-CHMP1B|CHMP1B,1061,896,536,921,955,1805,456,717,1357,1585,1480,977
gene-MPPE1|MPPE1,691,188,197,208,538,952,154,489,273,453,428,186
gene-CIDEA|CIDEA,1174,1684,603,1830,1155,196,341,418,1897,2282,0,590
gene-LOC100686563|LOC100686563,162,178,167,98,265,59,128,162,136,136,34,136
gene-LOC111096834|LOC111096834,0,0,0,2,0,15,3,0,0,6,6,5
gene-TUBB6|TUBB6,1944,1984,1893,2916,2403,1602,2375,1660,1287,1606,577,2206
gene-AFG3L2|AFG3L2,1242,910,365,1320,1219,1562,625,517,1832,1421,1551,1065
gene-LOC119872708|LOC119872708,13,0,9,7,22,0,26,8,6,7,0,0
gene-PTPN2|PTPN2,703,657,404,579,816,894,436,582,745,842,407,801
gene-PRELID3A|PRELID3A,18,7,0,22,14,56,4,11,14,46,20,21
gene-SPIRE1|SPIRE1,974,1088,927,680,1058,475,570,1077,730,860,193,893
gene-LOC119872621|LOC119872621,0,0,0,0,0,0,0,0,0,0,0,0
gene-CEP76|CEP76,3451,3435,2711,1321,4428,270,2245,3141,1130,1857,252,2338
gene-PSMG2|PSMG2,2030,2254,1595,1095,2354,808,1473,1668,1489,1792,942,2118
gene-LOC102154687|LOC102154687,66,84,50,68,99,5,47,57,74,122,0,68
gene-CEP192|CEP192,1127,1073,1089,688,1411,999,397,797,1642,1553,494,1183
gene-SEH1L|SEH1L,871,883,481,803,835,928,454,629,1061,1091,645,678
gene-LOC490565|LOC490565,15,5,7,14,9,10,5,6,9,14,6,8
gene-CXXC1|CXXC1,3185,3053,2248,3793,3443,1793,2644,3129,2863,3198,1140,2631
gene-LOC119872731|LOC119872731,3,5,6,4,1,13,2,6,5,2,0,5
gene-LOC119872623|LOC119872623,84,122,81,77,108,92,78,111,82,154,13,126
gene-LOC106559079|LOC106559079,32,17,89,31,25,95,31,16,13,15,373,14
gene-MYO5B|MYO5B,634,646,582,333,749,2490,633,582,385,392,3998,307
gene-LOC119872622|LOC119872622,9,10,8,9,5,11,11,5,8,8,20,7
gene-MBD1|MBD1,3762,4314,2750,3065,4501,1602,2819,2626,3417,3778,1297,2998
gene-CFAP53|CFAP53,2683,2367,2583,1371,4008,558,2636,2758,1318,1680,171,1757
gene-LOC119872624|LOC119872624,0,0,0,0,5,3,2,2,0,4,0,0
gene-LOC119872625|LOC119872625,0,0,0,0,0,16,0,2,0,0,0,0
gene-LIPG|LIPG,71,192,32,424,98,662,15,222,134,237,108,65
gene-ACAA2|ACAA2,3653,3906,3345,3938,4416,3121,3638,3066,2863,3367,2213,2977
gene-LOC106559062|LOC106559062,16,10,2,12,11,17,5,7,32,38,9,22
gene-LOC106559080|LOC106559080,390,378,314,907,491,1821,351,365,390,494,1077,284
gene-RPL17|RPL17,8730,8432,5545,13681,7962,46043,7279,6820,8424,9540,31294,6228
gene-LOC119872727|LOC119872727,14,15,5,16,12,53,9,8,10,18,32,9
gene-LOC119872726|LOC119872726,2,3,0,0,4,8,0,1,4,3,7,5
gene-LOC119872725|LOC119872725,1,0,0,0,0,8,1,2,1,2,0,0
gene-C7H18orf32|C7H18orf32,1577,1576,1338,1397,1948,1249,1309,1244,1427,1559,1755,1423
gene-LOC119872710|LOC119872710,8,2,0,2,3,0,2,6,0,2,0,0
gene-LOC111096839|LOC111096839,0,0,0,0,6,0,0,0,0,0,0,0
gene-SMAD7|SMAD7,58,99,20,129,67,379,27,95,111,109,51,61
gene-LOC490572|LOC490572,24,21,24,26,29,65,38,34,16,17,29,26
gene-LOC119872630|LOC119872630,4,0,3,0,0,4,0,2,3,5,0,0
gene-LOC119872628|LOC119872628,7,0,3,3,0,3,0,3,5,8,0,3
gene-ZBTB7C|ZBTB7C,6,5,3,39,6,38,0,6,31,40,7,5
gene-CTIF|CTIF,142,62,128,49,131,111,131,147,54,59,145,88
gene-LOC111096841|LOC111096841,11,6,3,16,3,0,3,7,19,13,0,7
gene-LOC111096840|LOC111096840,39,31,66,22,55,0,63,50,13,12,0,25
gene-LOC111096923|LOC111096923,0,0,0,0,0,0,0,0,0,0,0,0
gene-DYM|DYM,10747,9178,8309,6352,11057,2232,7739,9223,5772,7036,1640,8002
gene-LOC119877709|LOC119877709,1,1,2,1,2,5,3,2,3,4,1,4
gene-LOC111096838|LOC111096838,11,11,17,0,0,0,0,19,0,0,0,14
gene-LOC111096837|LOC111096837,63,72,67,14,120,1,55,85,13,9,3,56
gene-SKA1|SKA1,592,526,185,625,334,1350,201,374,871,916,1394,406
gene-MAPK4|MAPK4,9,9,6,13,10,165,10,9,14,7,46,15
gene-LOC111096845|LOC111096845,31,27,14,13,19,0,29,18,7,4,0,13
gene-LOC119872631|LOC119872631,151,53,145,61,201,0,138,160,35,43,0,112
gene-LOC119872632|LOC119872632,24,33,54,7,24,0,0,27,0,7,0,29
gene-LOC100688129|LOC100688129,234,230,67,255,146,20,57,64,329,319,0,76
gene-LOC119877739|LOC119877739,14,11,5,20,11,25,15,15,10,11,5,11
gene-LOC119877776|LOC119877776,5247,3335,7764,6927,6157,4340,3045,4629,13565,4683,4476,4057
gene-LOC119877772|LOC119877772,55,21,21,81,36,149,53,35,227,28,40,49
gene-LOC119877716|LOC119877716,3,12,4,0,7,0,4,0,0,12,0,4
gene-LOC119877734|LOC119877734,69,52,19,62,40,76,65,66,43,43,17,33
gene-LOC119877774|LOC119877774,24418,16214,28871,29479,25702,20432,13087,18844,62841,18797,22066,17943
gene-LOC119877773|LOC119877773,243,91,108,474,177,979,232,184,1455,84,179,187
gene-LOC100683345|LOC100683345,20,21,32,99,12,3,20,39,41,26,9,28
gene-LOC119877775|LOC119877775,34901,23231,52058,48059,40539,30301,20971,31067,90084,30755,30407,27074
gene-LOC119877738|LOC119877738,17,10,11,27,7,31,0,22,9,19,21,11
gene-LOC607750|LOC607750,0,0,2,0,2,1,2,2,0,0,0,4
gene-LOC119879795|LOC119879795,3,0,0,5,4,0,5,3,0,4,0,3
gene-LOC102156216|LOC102156216,5,4,2,4,4,6,2,3,4,4,3,5
gene-LOC119877808|LOC119877808,58,50,52,37,68,11,39,49,29,49,10,42
gene-LOC111097193|LOC111097193,26,40,32,7,49,0,31,44,12,7,0,17
gene-ZNF496|ZNF496,2119,2964,1911,2411,3486,1138,2254,1991,1682,2048,507,2086
gene-NLRP3|NLRP3,6,3,0,7,6,59,0,12,4,0,34,0
gene-LOC119872802|LOC119872802,347,382,417,580,459,0,472,450,395,447,5,424
gene-LOC100688456|LOC100688456,32,23,30,19,38,30,19,25,23,27,22,19
gene-OR2W11|OR2W11,1,0,0,0,0,0,0,0,0,0,0,0
gene-GCSAML|GCSAML,11,11,6,0,13,15,0,9,0,0,0,9
gene-OR2C3|OR2C3,1,0,0,0,0,0,0,0,0,1,0,0
gene-LOC119872803|LOC119872803,0,3,0,4,3,0,0,0,0,0,0,0
gene-FBLN5|FBLN5,92,179,59,518,111,2345,22,198,209,351,376,140
gene-TC2N|TC2N,238,332,37,56,69,770,39,117,119,118,88,99
gene-CATSPERB|CATSPERB,802,704,466,348,924,0,473,566,546,664,0,679
gene-LOC111096944|LOC111096944,34,33,60,31,48,0,43,47,15,25,0,48
gene-TRIP11|TRIP11,2983,3135,3400,2604,5321,2204,2722,3415,4764,4285,2473,3542
gene-ATXN3|ATXN3,699,749,544,387,896,232,425,719,657,620,239,607
gene-LOC111096945|LOC111096945,175,220,135,148,204,131,97,224,284,380,135,256
gene-LOC119873156|LOC119873156,0,0,0,1,0,0,0,0,0,1,0,0
gene-NDUFB1|NDUFB1,436,549,403,671,540,426,541,440,410,500,789,425
gene-CPSF2|CPSF2,987,936,748,836,1288,1269,768,972,1131,1266,960,986
gene-LOC111096947|LOC111096947,9,19,8,56,10,0,7,20,45,39,2,21
gene-SLC24A4|SLC24A4,267,444,68,414,135,927,63,196,331,290,38,138
gene-RIN3|RIN3,316,360,161,1026,291,488,238,300,509,623,124,317
gene-LOC119872805|LOC119872805,149,147,101,176,118,114,148,136,77,132,131,77
gene-LOC106559083|LOC106559083,73,63,73,110,76,150,77,81,52,64,81,59
gene-LGMN|LGMN,1101,852,365,1168,786,2122,285,697,1107,1256,3871,529
gene-LOC102156024|LOC102156024,289,429,352,69,345,0,282,264,69,91,0,168
gene-LOC119872807|LOC119872807,97,139,172,63,203,41,110,90,36,75,49,98
gene-GOLGA5|GOLGA5,2953,3036,1836,2109,3639,1251,1966,2295,2123,2270,1687,2562
gene-ITPK1|ITPK1,1574,1701,1225,1835,1496,1214,1133,1256,1308,1786,895,1205
gene-LOC111096951|LOC111096951,8,14,16,6,12,2,16,20,6,14,3,12
gene-CHGA|CHGA,5408,5674,2731,9242,6061,2173,2486,3685,9433,13178,52144,4164
gene-LOC119872809|LOC119872809,4,4,11,2,5,2,3,2,1,0,0,6
gene-LOC119877835|LOC119877835,3,5,2,2,9,0,1,6,2,2,0,6
gene-LOC111096949|LOC111096949,110,94,78,49,112,0,86,78,19,25,1,41
gene-LOC119872978|LOC119872978,3,2,0,0,0,0,5,2,0,0,0,0
gene-LOC111097255|LOC111097255,1,2,2,0,3,0,5,2,0,2,0,1
gene-LOC100683976|LOC100683976,0,0,2,0,2,1,2,1,0,0,0,2
gene-LOC480235|LOC480235,2027,1142,806,1631,1266,2628,996,2680,830,1131,2198,853
gene-LOC100686173|LOC100686173,154,143,150,68,213,28,73,140,105,130,20,129
gene-LOC607937|LOC607937,39,45,58,41,35,70,27,17,14,11,15,26
gene-LOC102156901|LOC102156901,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC106559086|LOC106559086,0,0,0,0,0,0,0,0,1,3,5,0
gene-LOC111096956|LOC111096956,0,1,0,1,4,9,0,2,1,2,0,3
gene-LOC111096958|LOC111096958,0,1,0,1,0,10,0,0,1,2,0,0
gene-LOC119879832|LOC119879832,7,8,7,5,8,3,6,10,6,7,2,4
gene-LOC102156002|LOC102156002,137,144,89,64,140,84,68,141,101,119,25,103
gene-LOC106559087|LOC106559087,15,10,2,5,7,2,4,9,13,3,0,6
gene-LOC106559142|LOC106559142,1,5,3,3,3,4,4,1,3,6,5,1
gene-LOC106559141|LOC106559141,7,50,22,24,51,0,48,14,28,32,0,6
gene-LOC111096957|LOC111096957,24,18,14,13,12,6,22,6,6,14,1,10
gene-LOC607335|LOC607335,116,92,51,239,103,299,46,62,150,174,194,77
gene-LOC111096960|LOC111096960,2,1,1,1,0,1,1,1,1,0,0,0
gene-LOC119872811|LOC119872811,1,0,3,2,1,0,1,1,1,0,0,0
gene-LOC119872810|LOC119872810,3,1,2,3,9,1,4,5,6,2,0,3
gene-LOC100685214|LOC100685214,125,145,93,60,128,96,48,157,92,173,64,173
gene-LOC102155413|LOC102155413,9,63,27,6,39,8,43,18,14,18,0,17
gene-LOC102155496|LOC102155496,4,4,8,3,5,168,7,4,5,2,22,3
gene-DAD1|DAD1,2557,2828,1600,2484,2331,2129,1676,1686,2801,2983,6363,1926
gene-ABHD4|ABHD4,4044,3734,1365,6438,2808,2692,1633,2200,5724,5040,642,2209
gene-REM2|REM2,17,12,37,43,28,69,48,20,30,26,27,49
gene-SLC7A7|SLC7A7,165,176,209,233,301,120,192,207,188,204,32,258
gene-MRPL52|MRPL52,0,0,3,2,0,19,0,0,0,0,7,4
gene-MRPL52-2|MRPL52,240,236,139,597,202,1272,147,208,398,374,783,235
gene-LOC119873178|LOC119873178,0,0,0,0,0,1,0,0,0,0,0,0
gene-LOC111096961|LOC111096961,20,27,25,9,46,0,21,24,8,27,0,21
gene-OXA1L|OXA1L,3141,3306,2164,3293,3171,1672,2725,2255,2603,2756,1073,2036
gene-MMP14|MMP14,71,107,45,497,108,3282,30,146,360,383,805,102
gene-LRP10|LRP10,477,393,134,880,288,3430,123,401,712,714,2110,264
gene-RBM23|RBM23,696,621,292,740,490,1775,275,435,886,929,1000,441
gene-LOC111096963|LOC111096963,460,500,488,356,519,99,539,381,270,272,78,279
gene-PRMT5|PRMT5,1079,887,545,1450,1096,1287,572,659,1530,1634,858,907
gene-TRNAR-ACG|TRNAR-ACG,1,1,1,1,1,1,1,0,1,1,0,1
gene-C8H14orf93|C8H14orf93,99,103,69,318,96,495,66,108,204,195,299,110
gene-AJUBA|AJUBA,1739,1613,996,1825,1768,2211,1069,1267,1787,1971,982,1361
gene-LOC111096962|LOC111096962,8,12,12,6,11,0,5,18,3,14,0,10
gene-PSMB11|PSMB11,10,8,9,11,4,2,3,7,15,14,0,9
gene-CDH24|CDH24,73,74,44,263,80,464,39,117,187,186,60,92
gene-PSMB5|PSMB5,1868,1588,928,2161,1722,1589,1015,1238,2122,2497,1798,1426
gene-CEBPE|CEBPE,11,12,9,3,18,0,8,8,5,2,0,5
